id,City,txn_date,card_type,expense_type,Gender,Amount
6916,Delhi,13-10-2013,Gold,Food,M,76546
7418,Greater Mumbai,13-10-2013,Silver,Grocery,M,275147
7555,Bengaluru,13-10-2013,Silver,Entertainment,M,259267
7725,Greater Mumbai,13-10-2013,Gold,Grocery,M,174136
8050,Ahmedabad,13-10-2013,Platinum,Entertainment,M,188278
8188,Bengaluru,13-10-2013,Silver,Food,M,42507
9654,Ahmedabad,13-10-2013,Gold,Food,F,122157
9664,Greater Mumbai,13-10-2013,Silver,Grocery,F,68338
10375,Greater Mumbai,13-10-2013,Silver,Food,F,238084
10925,Ahmedabad,13-10-2013,Signature,Food,M,298591
11076,Delhi,13-10-2013,Silver,Fuel,F,218227
12371,Bengaluru,13-10-2013,Signature,Entertainment,M,271916
12678,Greater Mumbai,13-10-2013,Silver,Bills,F,179032
12840,Greater Mumbai,13-10-2013,Silver,Food,M,99580
13349,Greater Mumbai,13-10-2013,Gold,Bills,M,7117
13624,Greater Mumbai,13-10-2013,Silver,Fuel,F,281096
13669,Ahmedabad,13-10-2013,Silver,Entertainment,F,100961
14132,Jagdalpur,13-10-2013,Gold,Grocery,M,216770
14217,Pilkhuwa,13-10-2013,Gold,Grocery,F,242968
16087,Kagaznagar,13-10-2013,Gold,Fuel,F,108589
16214,Nadiad,13-10-2013,Silver,Food,M,126751
16813,Shirpur-Warwade,13-10-2013,Silver,Entertainment,M,298572
16827,Bhadrak,13-10-2013,Gold,Grocery,M,236547
16885,Hardwar,13-10-2013,Gold,Grocery,M,40647
17676,Tuni,13-10-2013,Gold,Fuel,F,285125
17806,Rajagangapur,13-10-2013,Signature,Bills,F,237908
17974,Sagara,13-10-2013,Gold,Food,M,80739
18750,Bhilwara,13-10-2013,Signature,Food,F,169474
19277,Yevla,13-10-2013,Platinum,Entertainment,F,163407
19421,Nidadavole,13-10-2013,Signature,Food,M,208072
20352,Lucknow,13-10-2013,Platinum,Fuel,M,144090
22652,Kolkata,13-10-2013,Gold,Entertainment,F,102516
22804,Pune,13-10-2013,Signature,Food,F,159661
22824,Surat,13-10-2013,Signature,Food,M,288997
23474,Pune,13-10-2013,Silver,Entertainment,M,140879
23595,Kanpur,13-10-2013,Gold,Food,F,152353
23885,Lucknow,13-10-2013,Gold,Bills,M,261694
24510,Hyderabad,13-10-2013,Gold,Entertainment,F,141838
25333,Lucknow,13-10-2013,Platinum,Travel,M,126518
173,Ahmedabad,14-10-2013,Platinum,Bills,F,450413
691,Greater Mumbai,14-10-2013,Platinum,Food,F,48570
907,Delhi,14-10-2013,Silver,Entertainment,F,184533
1553,Delhi,14-10-2013,Silver,Food,F,237812
1617,Ahmedabad,14-10-2013,Signature,Grocery,M,254257
1845,Greater Mumbai,14-10-2013,Silver,Grocery,F,42945
1878,Ahmedabad,14-10-2013,Gold,Fuel,M,61555
2505,Delhi,14-10-2013,Platinum,Fuel,F,90381
2652,Greater Mumbai,14-10-2013,Silver,Fuel,F,167817
2858,Greater Mumbai,14-10-2013,Gold,Bills,F,16263
3920,Ahmedabad,14-10-2013,Silver,Grocery,F,221912
4988,Ahmedabad,14-10-2013,Signature,Fuel,M,237189
5072,Delhi,14-10-2013,Silver,Bills,M,185861
5142,Delhi,14-10-2013,Signature,Bills,F,290065
7176,Bengaluru,14-10-2013,Signature,Fuel,F,109719
7531,Bengaluru,14-10-2013,Signature,Fuel,M,150783
8331,Bengaluru,14-10-2013,Gold,Food,M,75662
11017,Ahmedabad,14-10-2013,Signature,Bills,M,236711
11082,Bengaluru,14-10-2013,Silver,Grocery,F,74671
13091,Ahmedabad,14-10-2013,Silver,Bills,F,28993
13384,Greater Mumbai,14-10-2013,Platinum,Entertainment,M,251632
13435,Greater Mumbai,14-10-2013,Silver,Food,M,72419
13697,Ahmedabad,14-10-2013,Gold,Food,F,47708
13923,Bengaluru,14-10-2013,Gold,Entertainment,M,151491
15435,Alipurduar,14-10-2013,Platinum,Entertainment,M,100013
16360,Tindivanam,14-10-2013,Gold,Bills,M,219317
17010,Jaggaiahpet,14-10-2013,Signature,Entertainment,F,291382
18026,Pipar City,14-10-2013,Platinum,Entertainment,F,92782
18877,Pandua,14-10-2013,Silver,Fuel,M,72988
19905,Singrauli,14-10-2013,Silver,Food,F,28518
20897,Pune,14-10-2013,Platinum,Grocery,M,22185
20994,Jaipur,14-10-2013,Silver,Fuel,F,238690
21495,Lucknow,14-10-2013,Silver,Grocery,F,61893
21942,Kanpur,14-10-2013,Platinum,Fuel,M,84821
22740,Kanpur,14-10-2013,Gold,Grocery,M,219728
22984,Surat,14-10-2013,Gold,Entertainment,M,178699
24384,Pune,14-10-2013,Gold,Fuel,F,297099
24423,Chennai,14-10-2013,Platinum,Entertainment,M,44358
24820,Hyderabad,14-10-2013,Platinum,Entertainment,F,111712
576,Bengaluru,15-10-2013,Silver,Food,F,291358
761,Greater Mumbai,15-10-2013,Silver,Food,F,152705
1564,Ahmedabad,15-10-2013,Platinum,Food,M,53028
1571,Ahmedabad,15-10-2013,Signature,Food,M,107217
1731,Bengaluru,15-10-2013,Platinum,Bills,F,154996
2259,Delhi,15-10-2013,Platinum,Fuel,F,47540
2412,Ahmedabad,15-10-2013,Signature,Fuel,M,273112
2677,Ahmedabad,15-10-2013,Signature,Fuel,M,55729
2825,Greater Mumbai,15-10-2013,Signature,Food,M,35155
3193,Ahmedabad,15-10-2013,Platinum,Grocery,M,51765
4776,Bengaluru,15-10-2013,Platinum,Grocery,M,265874
5069,Delhi,15-10-2013,Platinum,Grocery,M,137925
5285,Greater Mumbai,15-10-2013,Platinum,Bills,M,229198
5843,Delhi,15-10-2013,Signature,Bills,F,81072
7313,Ahmedabad,15-10-2013,Gold,Bills,M,193608
7579,Bengaluru,15-10-2013,Silver,Grocery,F,45396
7706,Bengaluru,15-10-2013,Silver,Bills,M,91980
9238,Greater Mumbai,15-10-2013,Silver,Fuel,F,34279
9807,Delhi,15-10-2013,Platinum,Entertainment,M,84178
10152,Bengaluru,15-10-2013,Silver,Bills,F,165781
10301,Greater Mumbai,15-10-2013,Signature,Grocery,M,39975
10977,Ahmedabad,15-10-2013,Platinum,Food,F,176911
11114,Bengaluru,15-10-2013,Signature,Fuel,M,157243
11187,Bengaluru,15-10-2013,Platinum,Bills,F,297982
11522,Bengaluru,15-10-2013,Gold,Food,M,37869
11550,Greater Mumbai,15-10-2013,Gold,Entertainment,M,177019
12081,Greater Mumbai,15-10-2013,Silver,Food,M,259903
12185,Ahmedabad,15-10-2013,Signature,Fuel,M,287269
13046,Greater Mumbai,15-10-2013,Silver,Grocery,F,250931
13782,Delhi,15-10-2013,Platinum,Bills,M,189793
14664,Dibrugarh,15-10-2013,Silver,Bills,F,161448
14820,Ujhani,15-10-2013,Silver,Fuel,M,286585
15045,Jamshedpur,15-10-2013,Silver,Entertainment,M,13786
15107,Kolar,15-10-2013,Gold,Grocery,M,66211
15857,Pathanamthitta,15-10-2013,Signature,Grocery,M,232510
16446,Salaya,15-10-2013,Gold,Food,M,68123
16850,Shikarpur Bulandshahr,15-10-2013,Signature,Food,F,134898
17689,Rahuri,15-10-2013,Gold,Bills,F,259380
18038,Sadasivpet,15-10-2013,Gold,Entertainment,M,158636
18203,Davanagere,15-10-2013,Silver,Bills,M,153142
18678,Nautanwa,15-10-2013,Signature,Food,M,137672
19015,Paramakudi,15-10-2013,Signature,Food,F,282442
19666,Mira-Bhayandar,15-10-2013,Platinum,Bills,M,125738
19681,Rajula,15-10-2013,Signature,Entertainment,F,238561
20159,Kanpur,15-10-2013,Silver,Food,F,168946
20947,Lucknow,15-10-2013,Silver,Food,M,27779
21316,Chennai,15-10-2013,Gold,Fuel,F,17114
21620,Lucknow,15-10-2013,Platinum,Bills,F,143160
22298,Kanpur,15-10-2013,Platinum,Bills,F,254980
22445,Surat,15-10-2013,Signature,Grocery,F,141514
23164,Surat,15-10-2013,Gold,Food,F,276850
23679,Lucknow,15-10-2013,Gold,Bills,F,111556
23864,Lucknow,15-10-2013,Signature,Bills,M,25229
24291,Hyderabad,15-10-2013,Platinum,Food,F,117828
635,Greater Mumbai,16-10-2013,Silver,Food,F,152307
1464,Greater Mumbai,16-10-2013,Platinum,Food,M,147588
2155,Bengaluru,16-10-2013,Gold,Fuel,F,134871
3276,Bengaluru,16-10-2013,Signature,Food,M,166199
4914,Greater Mumbai,16-10-2013,Platinum,Fuel,M,36807
6948,Bengaluru,16-10-2013,Gold,Food,F,149612
7401,Ahmedabad,16-10-2013,Silver,Food,F,285372
9583,Greater Mumbai,16-10-2013,Silver,Entertainment,F,179045
9652,Greater Mumbai,16-10-2013,Silver,Fuel,F,278494
9870,Bengaluru,16-10-2013,Signature,Grocery,M,1578
10518,Greater Mumbai,16-10-2013,Silver,Fuel,M,230642
10608,Greater Mumbai,16-10-2013,Gold,Fuel,M,103294
10934,Ahmedabad,16-10-2013,Gold,Grocery,M,207501
12491,Delhi,16-10-2013,Gold,Fuel,M,114226
12770,Bengaluru,16-10-2013,Gold,Grocery,F,44905
13315,Ahmedabad,16-10-2013,Silver,Fuel,F,183607
14341,Bikaner,16-10-2013,Signature,Grocery,M,147769
15108,Surat,16-10-2013,Gold,Fuel,F,214401
15815,Baramula,16-10-2013,Gold,Grocery,M,197150
16241,Valparai,16-10-2013,Signature,Food,M,235250
16703,Amreli,16-10-2013,Silver,Grocery,F,27942
17145,Utraula,16-10-2013,Platinum,Grocery,M,128229
17450,Palwal,16-10-2013,Platinum,Fuel,M,264115
18345,Pappinisseri,16-10-2013,Gold,Entertainment,F,193606
18471,Kaithal,16-10-2013,Silver,Food,F,75990
18595,Puliyankudi,16-10-2013,Signature,Food,F,55539
20925,Chennai,16-10-2013,Silver,Fuel,M,49454
21850,Kolkata,16-10-2013,Platinum,Entertainment,F,195918
22659,Kolkata,16-10-2013,Silver,Bills,F,25557
23040,Surat,16-10-2013,Gold,Food,F,203202
23503,Hyderabad,16-10-2013,Platinum,Fuel,M,131048
24179,Jaipur,16-10-2013,Platinum,Entertainment,F,269655
24347,Surat,16-10-2013,Platinum,Food,F,290863
24841,Lucknow,16-10-2013,Gold,Entertainment,F,11281
25168,Lucknow,16-10-2013,Signature,Fuel,M,237473
25215,Hyderabad,16-10-2013,Silver,Food,M,43953
265,Ahmedabad,17-10-2013,Gold,Bills,F,569582
607,Bengaluru,17-10-2013,Signature,Food,F,252669
682,Delhi,17-10-2013,Gold,Food,F,113433
3001,Greater Mumbai,17-10-2013,Signature,Bills,M,7795
3060,Bengaluru,17-10-2013,Gold,Food,F,51857
3557,Delhi,17-10-2013,Silver,Food,M,34349
3604,Delhi,17-10-2013,Gold,Food,M,66800
3727,Delhi,17-10-2013,Signature,Bills,F,25281
3856,Bengaluru,17-10-2013,Signature,Grocery,F,70762
4328,Bengaluru,17-10-2013,Platinum,Entertainment,F,249888
6098,Bengaluru,17-10-2013,Signature,Entertainment,F,60190
6114,Ahmedabad,17-10-2013,Signature,Entertainment,M,145939
7173,Ahmedabad,17-10-2013,Signature,Food,F,135124
8953,Delhi,17-10-2013,Silver,Grocery,M,294101
9962,Ahmedabad,17-10-2013,Signature,Food,F,144766
10661,Bengaluru,17-10-2013,Signature,Fuel,M,141707
11913,Delhi,17-10-2013,Gold,Grocery,F,102262
12348,Greater Mumbai,17-10-2013,Platinum,Grocery,F,134850
12465,Greater Mumbai,17-10-2013,Gold,Entertainment,F,215265
13425,Delhi,17-10-2013,Gold,Entertainment,M,69575
14026,Sohna,17-10-2013,Silver,Entertainment,F,28616
14380,Diphu,17-10-2013,Gold,Entertainment,F,169151
14584,Samastipur,17-10-2013,Silver,Entertainment,M,140601
14671,Amreli,17-10-2013,Signature,Fuel,F,68138
15505,Siddipet,17-10-2013,Silver,Food,M,144609
15673,Dhubri,17-10-2013,Platinum,Food,F,62947
17318,Rabkavi Banhatti,17-10-2013,Gold,Entertainment,M,20746
17781,Pathri,17-10-2013,Silver,Grocery,F,65220
18464,Mohali,17-10-2013,Signature,Food,M,36680
18889,Ahmedabad,17-10-2013,Platinum,Grocery,F,282499
19388,Mangrol,17-10-2013,Gold,Grocery,M,130566
19544,Tiruvannamalai,17-10-2013,Silver,Food,F,223778
19660,Kakinada,17-10-2013,Silver,Bills,F,155208
20329,Lucknow,17-10-2013,Silver,Entertainment,M,266152
20372,Lucknow,17-10-2013,Silver,Grocery,F,128056
20393,Lucknow,17-10-2013,Silver,Entertainment,F,245108
20742,Surat,17-10-2013,Platinum,Bills,M,187133
20926,Chennai,17-10-2013,Gold,Bills,F,280413
21844,Chennai,17-10-2013,Platinum,Entertainment,M,26864
23213,Lucknow,17-10-2013,Platinum,Fuel,F,189223
23517,Surat,17-10-2013,Platinum,Grocery,F,66288
25086,Pune,17-10-2013,Gold,Bills,F,142247
435,Greater Mumbai,18-10-2013,Gold,Bills,F,188856
538,Bengaluru,18-10-2013,Signature,Food,F,2397
1378,Bengaluru,18-10-2013,Signature,Food,F,142140
1815,Ahmedabad,18-10-2013,Signature,Fuel,M,277592
2231,Ahmedabad,18-10-2013,Signature,Fuel,M,192720
2763,Bengaluru,18-10-2013,Silver,Entertainment,M,120914
2767,Ahmedabad,18-10-2013,Platinum,Grocery,F,139167
3470,Bengaluru,18-10-2013,Gold,Bills,M,90997
3821,Greater Mumbai,18-10-2013,Platinum,Grocery,F,149560
5500,Ahmedabad,18-10-2013,Gold,Fuel,F,12595
7585,Delhi,18-10-2013,Silver,Entertainment,M,241577
8980,Ahmedabad,18-10-2013,Signature,Bills,M,229087
11743,Delhi,18-10-2013,Platinum,Fuel,F,187705
12105,Ahmedabad,18-10-2013,Platinum,Grocery,F,130626
12333,Delhi,18-10-2013,Signature,Grocery,M,39183
12350,Ahmedabad,18-10-2013,Signature,Bills,F,222885
12935,Delhi,18-10-2013,Signature,Grocery,F,292591
13365,Delhi,18-10-2013,Signature,Entertainment,F,68008
13430,Bengaluru,18-10-2013,Signature,Entertainment,M,236169
13736,Greater Mumbai,18-10-2013,Signature,Fuel,M,14477
13842,Bengaluru,18-10-2013,Silver,Bills,F,53610
14602,Thiruvallur,18-10-2013,Gold,Food,M,113190
15226,Nawanshahr,18-10-2013,Silver,Food,M,161821
15428,Malavalli,18-10-2013,Silver,Bills,M,36885
15728,Kapurthala,18-10-2013,Signature,Food,M,232043
16568,Kendujhar,18-10-2013,Gold,Bills,M,144380
16730,Raisinghnagar,18-10-2013,Gold,Fuel,M,209216
17014,Kalyan-Dombivali,18-10-2013,Signature,Grocery,M,95187
18199,Jammu,18-10-2013,Platinum,Food,F,285722
18385,Rudauli,18-10-2013,Silver,Food,M,275863
19326,Ichalkaranji,18-10-2013,Platinum,Entertainment,F,249491
20807,Pune,18-10-2013,Silver,Bills,M,164513
20816,Hyderabad,18-10-2013,Platinum,Entertainment,F,85915
20984,Chennai,18-10-2013,Silver,Bills,M,13861
21375,Jaipur,18-10-2013,Gold,Entertainment,F,197386
21627,Jaipur,18-10-2013,Platinum,Entertainment,M,271448
23882,Lucknow,18-10-2013,Silver,Bills,F,87760
25809,Hyderabad,18-10-2013,Silver,Travel,F,111237
2112,Bengaluru,19-10-2013,Signature,Fuel,M,274621
2428,Ahmedabad,19-10-2013,Platinum,Fuel,F,247988
3677,Ahmedabad,19-10-2013,Gold,Bills,M,35078
3931,Ahmedabad,19-10-2013,Signature,Grocery,M,157847
3991,Ahmedabad,19-10-2013,Platinum,Food,M,242564
4198,Greater Mumbai,19-10-2013,Silver,Fuel,F,270760
4519,Greater Mumbai,19-10-2013,Platinum,Entertainment,M,191660
5723,Bengaluru,19-10-2013,Silver,Entertainment,F,38908
6086,Bengaluru,19-10-2013,Silver,Entertainment,M,223780
6216,Delhi,19-10-2013,Gold,Fuel,F,23786
6733,Delhi,19-10-2013,Silver,Food,F,252647
6972,Ahmedabad,19-10-2013,Signature,Food,F,79984
8615,Delhi,19-10-2013,Signature,Bills,M,241646
10031,Greater Mumbai,19-10-2013,Platinum,Entertainment,F,32373
10569,Greater Mumbai,19-10-2013,Signature,Grocery,F,270228
11171,Greater Mumbai,19-10-2013,Silver,Grocery,F,106714
11417,Greater Mumbai,19-10-2013,Platinum,Fuel,F,244141
11887,Delhi,19-10-2013,Signature,Entertainment,M,46974
12028,Bengaluru,19-10-2013,Platinum,Food,M,109746
12721,Ahmedabad,19-10-2013,Gold,Bills,M,110647
15629,Pratapgarh,19-10-2013,Platinum,Fuel,F,183390
15768,Gurdaspur,19-10-2013,Signature,Bills,M,229630
16463,Unnao,19-10-2013,Signature,Food,M,47243
18344,Visakhapatnam,19-10-2013,Gold,Fuel,F,279623
18832,Sangaria,19-10-2013,Signature,Food,M,184347
19142,Malappuram,19-10-2013,Gold,Entertainment,M,87942
19567,Narasapuram,19-10-2013,Gold,Entertainment,M,204959
19759,Osmanabad,19-10-2013,Gold,Bills,M,239468
20002,Jaipur,19-10-2013,Platinum,Entertainment,F,127370
20044,Chennai,19-10-2013,Signature,Grocery,M,197556
21852,Surat,19-10-2013,Signature,Entertainment,M,108481
22284,Jaipur,19-10-2013,Gold,Bills,M,161865
23711,Jaipur,19-10-2013,Gold,Food,F,242798
23766,Pune,19-10-2013,Silver,Bills,M,222712
24467,Jaipur,19-10-2013,Silver,Bills,F,24544
24487,Hyderabad,19-10-2013,Platinum,Entertainment,F,90553
26051,Hyderabad,19-10-2013,Signature,Bills,M,184410
474,Ahmedabad,20-10-2013,Signature,Food,F,13879
1001,Ahmedabad,20-10-2013,Silver,Food,F,185621
1159,Bengaluru,20-10-2013,Silver,Food,F,255722
1255,Greater Mumbai,20-10-2013,Signature,Food,F,252192
1973,Bengaluru,20-10-2013,Platinum,Entertainment,M,239791
2427,Bengaluru,20-10-2013,Signature,Fuel,M,111559
2579,Greater Mumbai,20-10-2013,Signature,Fuel,F,218478
3936,Bengaluru,20-10-2013,Silver,Food,M,148421
4292,Greater Mumbai,20-10-2013,Silver,Fuel,F,267884
4325,Greater Mumbai,20-10-2013,Silver,Entertainment,F,214937
4506,Ahmedabad,20-10-2013,Signature,Bills,F,99631
4978,Delhi,20-10-2013,Gold,Fuel,M,218541
5747,Ahmedabad,20-10-2013,Platinum,Fuel,M,127914
6842,Bengaluru,20-10-2013,Platinum,Entertainment,F,72895
7131,Ahmedabad,20-10-2013,Silver,Food,F,42521
8443,Greater Mumbai,20-10-2013,Silver,Entertainment,M,117639
9038,Delhi,20-10-2013,Platinum,Grocery,F,16038
9088,Delhi,20-10-2013,Gold,Grocery,M,264192
11068,Delhi,20-10-2013,Gold,Grocery,F,276444
11784,Bengaluru,20-10-2013,Signature,Entertainment,F,133243
11830,Bengaluru,20-10-2013,Signature,Grocery,F,250663
12056,Delhi,20-10-2013,Signature,Entertainment,M,19797
12671,Bengaluru,20-10-2013,Signature,Grocery,M,173784
13562,Ahmedabad,20-10-2013,Gold,Grocery,M,48619
13703,Ahmedabad,20-10-2013,Platinum,Grocery,M,178894
13773,Greater Mumbai,20-10-2013,Silver,Entertainment,F,267667
13867,Delhi,20-10-2013,Silver,Grocery,M,85901
13997,Mavoor,20-10-2013,Platinum,Food,F,135496
14309,Sagar,20-10-2013,Signature,Grocery,M,25132
15733,Sirhind Fatehgarh Sahib,20-10-2013,Gold,Bills,F,210467
16123,Suar,20-10-2013,Gold,Fuel,F,3328
16134,Khair,20-10-2013,Silver,Fuel,M,63587
16161,Firozpur Cantt.,20-10-2013,Silver,Grocery,F,247385
17382,Bhuj,20-10-2013,Gold,Grocery,M,57858
17702,Mahasamund,20-10-2013,Silver,Entertainment,F,44627
18012,Adoor,20-10-2013,Signature,Food,M,68185
18795,Hyderabad,20-10-2013,Silver,Bills,F,172571
19055,Habra,20-10-2013,Platinum,Bills,F,181452
19268,Jhansi,20-10-2013,Gold,Fuel,M,289358
19618,Talaja,20-10-2013,Signature,Fuel,F,119093
19771,Adilabad,20-10-2013,Signature,Food,M,80193
21191,Chennai,20-10-2013,Signature,Grocery,F,41350
22677,Kolkata,20-10-2013,Signature,Grocery,F,82476
23730,Kanpur,20-10-2013,Signature,Bills,F,223317
24188,Chennai,20-10-2013,Signature,Bills,F,297436
24749,Pune,20-10-2013,Platinum,Grocery,M,159673
24835,Hyderabad,20-10-2013,Silver,Bills,M,100283
24942,Hyderabad,20-10-2013,Gold,Entertainment,F,150584
25648,Kanpur,20-10-2013,Platinum,Travel,F,44548
113,Bengaluru,21-10-2013,Platinum,Bills,F,382191
1717,Delhi,21-10-2013,Platinum,Bills,F,12303
3217,Ahmedabad,21-10-2013,Gold,Entertainment,M,126336
3283,Greater Mumbai,21-10-2013,Signature,Grocery,F,269682
3363,Delhi,21-10-2013,Platinum,Entertainment,F,49877
3372,Ahmedabad,21-10-2013,Gold,Bills,F,195523
4208,Delhi,21-10-2013,Signature,Food,F,143972
5085,Bengaluru,21-10-2013,Gold,Fuel,F,150431
5448,Bengaluru,21-10-2013,Gold,Bills,F,290022
6197,Greater Mumbai,21-10-2013,Gold,Food,M,72294
6312,Greater Mumbai,21-10-2013,Silver,Entertainment,M,54416
6374,Ahmedabad,21-10-2013,Platinum,Food,M,257894
7184,Greater Mumbai,21-10-2013,Signature,Fuel,M,160559
7589,Ahmedabad,21-10-2013,Gold,Fuel,F,109151
8281,Delhi,21-10-2013,Signature,Grocery,F,185552
8492,Ahmedabad,21-10-2013,Platinum,Fuel,M,73351
9132,Ahmedabad,21-10-2013,Platinum,Grocery,F,67116
9896,Bengaluru,21-10-2013,Silver,Bills,M,80346
10174,Ahmedabad,21-10-2013,Silver,Bills,M,199305
10671,Delhi,21-10-2013,Signature,Grocery,F,101205
11967,Greater Mumbai,21-10-2013,Platinum,Fuel,F,156242
12273,Ahmedabad,21-10-2013,Silver,Bills,M,6528
13215,Ahmedabad,21-10-2013,Gold,Fuel,M,36310
14809,Shivpuri,21-10-2013,Gold,Entertainment,F,278217
17595,Nilanga,21-10-2013,Platinum,Fuel,F,6135
18182,Adilabad,21-10-2013,Signature,Grocery,F,258225
18794,Rosera,21-10-2013,Platinum,Fuel,M,143257
18934,Shahabad Rampur,21-10-2013,Gold,Entertainment,F,3284
18939,Thrissur,21-10-2013,Silver,Bills,M,108656
19110,Mokokchung,21-10-2013,Silver,Grocery,M,293776
19522,Neyyattinkara,21-10-2013,Silver,Fuel,F,36878
19694,Mavoor,21-10-2013,Platinum,Grocery,M,124111
20061,Surat,21-10-2013,Silver,Bills,M,180608
20726,Pune,21-10-2013,Platinum,Bills,M,118498
20980,Surat,21-10-2013,Platinum,Fuel,F,214656
21189,Jaipur,21-10-2013,Signature,Bills,M,125309
23245,Kanpur,21-10-2013,Signature,Fuel,F,56739
24375,Chennai,21-10-2013,Silver,Food,M,22872
25826,Kanpur,21-10-2013,Silver,Travel,F,43208
110,Greater Mumbai,22-10-2013,Signature,Bills,F,978301
406,Ahmedabad,22-10-2013,Gold,Bills,F,20032
488,Greater Mumbai,22-10-2013,Platinum,Food,F,95741
527,Bengaluru,22-10-2013,Gold,Food,F,125290
696,Delhi,22-10-2013,Platinum,Food,F,120780
920,Greater Mumbai,22-10-2013,Silver,Grocery,F,218315
1522,Greater Mumbai,22-10-2013,Silver,Food,F,234204
2872,Greater Mumbai,22-10-2013,Platinum,Bills,M,190123
3790,Delhi,22-10-2013,Silver,Bills,F,204049
6041,Bengaluru,22-10-2013,Signature,Fuel,M,7450
6401,Ahmedabad,22-10-2013,Signature,Bills,F,270108
7973,Greater Mumbai,22-10-2013,Gold,Grocery,F,286012
8071,Delhi,22-10-2013,Platinum,Grocery,M,29599
8159,Delhi,22-10-2013,Platinum,Bills,F,282066
9130,Greater Mumbai,22-10-2013,Gold,Food,F,139453
9728,Greater Mumbai,22-10-2013,Gold,Entertainment,F,56072
9901,Delhi,22-10-2013,Gold,Food,F,264308
9929,Bengaluru,22-10-2013,Platinum,Food,F,253977
10316,Ahmedabad,22-10-2013,Signature,Grocery,F,148558
10457,Delhi,22-10-2013,Signature,Entertainment,M,90584
10804,Delhi,22-10-2013,Platinum,Entertainment,F,268300
10863,Delhi,22-10-2013,Gold,Fuel,M,114384
11186,Delhi,22-10-2013,Gold,Entertainment,F,159090
12521,Delhi,22-10-2013,Signature,Entertainment,F,267427
12573,Ahmedabad,22-10-2013,Signature,Bills,F,216592
12861,Bengaluru,22-10-2013,Platinum,Bills,M,121122
13840,Delhi,22-10-2013,Gold,Food,F,77358
13953,Ahmedabad,22-10-2013,Signature,Entertainment,M,173612
14756,Diphu,22-10-2013,Platinum,Bills,M,107624
15586,Oddanchatram,22-10-2013,Signature,Grocery,F,183734
16613,Rajampet,22-10-2013,Silver,Entertainment,M,194635
16890,Pattukkottai,22-10-2013,Gold,Fuel,F,294583
18143,Udaipur,22-10-2013,Signature,Food,M,218427
18155,Taranagar,22-10-2013,Signature,Bills,M,138809
18911,Ramganj Mandi,22-10-2013,Platinum,Grocery,M,61831
22087,Lucknow,22-10-2013,Gold,Entertainment,M,207941
22647,Lucknow,22-10-2013,Platinum,Entertainment,F,249765
22726,Pune,22-10-2013,Platinum,Fuel,F,102912
24276,Chennai,22-10-2013,Platinum,Food,F,284232
25305,Lucknow,22-10-2013,Signature,Entertainment,F,198077
25897,Lucknow,22-10-2013,Silver,Travel,M,150497
1432,Bengaluru,23-10-2013,Platinum,Food,F,298243
1928,Ahmedabad,23-10-2013,Gold,Grocery,M,132728
2977,Delhi,23-10-2013,Silver,Bills,M,155862
3011,Bengaluru,23-10-2013,Platinum,Grocery,F,231686
3348,Bengaluru,23-10-2013,Gold,Entertainment,F,127212
3580,Ahmedabad,23-10-2013,Silver,Grocery,F,67821
4014,Greater Mumbai,23-10-2013,Gold,Food,M,113440
4108,Bengaluru,23-10-2013,Gold,Fuel,M,170921
5373,Ahmedabad,23-10-2013,Silver,Food,F,259535
5598,Greater Mumbai,23-10-2013,Signature,Food,F,183818
5670,Greater Mumbai,23-10-2013,Platinum,Entertainment,M,58406
5751,Greater Mumbai,23-10-2013,Signature,Grocery,M,59382
6198,Greater Mumbai,23-10-2013,Platinum,Fuel,M,247443
7079,Ahmedabad,23-10-2013,Signature,Fuel,M,231815
7132,Greater Mumbai,23-10-2013,Platinum,Entertainment,M,15782
7386,Bengaluru,23-10-2013,Signature,Fuel,M,272517
8057,Bengaluru,23-10-2013,Platinum,Fuel,F,195440
8302,Delhi,23-10-2013,Gold,Grocery,M,154800
8463,Ahmedabad,23-10-2013,Platinum,Grocery,M,23366
8864,Delhi,23-10-2013,Silver,Food,F,283859
8938,Delhi,23-10-2013,Signature,Food,M,133834
9243,Delhi,23-10-2013,Platinum,Fuel,F,241636
9355,Greater Mumbai,23-10-2013,Signature,Bills,F,78746
10972,Ahmedabad,23-10-2013,Signature,Food,F,262063
11482,Delhi,23-10-2013,Gold,Fuel,F,173587
11497,Delhi,23-10-2013,Platinum,Food,M,2997
12473,Ahmedabad,23-10-2013,Silver,Bills,F,116903
13270,Ahmedabad,23-10-2013,Gold,Entertainment,F,299495
13616,Delhi,23-10-2013,Signature,Food,M,271803
13799,Greater Mumbai,23-10-2013,Gold,Food,M,136328
14215,Kozhikode,23-10-2013,Platinum,Fuel,M,220052
14841,Nangal,23-10-2013,Platinum,Food,M,245686
15017,Lakhisarai,23-10-2013,Platinum,Bills,M,123698
15047,Wardha,23-10-2013,Signature,Bills,F,46228
15437,Sumerpur,23-10-2013,Platinum,Fuel,F,4592
15458,Surapura,23-10-2013,Gold,Food,F,191508
16358,Sanawad,23-10-2013,Gold,Grocery,M,117373
17237,Sirsa,23-10-2013,Gold,Bills,F,199459
17509,Tiruppur,23-10-2013,Silver,Food,M,82122
17588,Manjlegaon,23-10-2013,Platinum,Entertainment,F,220166
18086,Umarga,23-10-2013,Silver,Food,F,233967
18225,Panruti,23-10-2013,Silver,Grocery,M,82503
19881,Rampurhat,23-10-2013,Gold,Food,F,196747
